CustomerID,Revenue_given,Frequency,Recency,United Kingdom or Not
15643,647.4,36,126,1
15645,612.01,52,19,1
15646,425.14000000000004,36,36,1
15648,599.9,28,205,1
15649,816.0,2,162,1
15651,646.3,32,261,1
15652,337.74,21,92,1
15653,877.4399999999999,6,116,1
15654,922.53,21,10,1
15655,511.32,37,67,1
15656,748.5,47,46,1
15657,30.0,1,23,1
15658,958.9,56,38,1
15659,306.45,11,44,1
15660,1552.01,94,26,1
15661,309.8,5,223,1
15663,138.14,9,107,1
15664,358.63,19,51,1
15665,2242.01,116,67,1
15667,301.32,13,40,1
15668,76.32000000000001,1,188,1
15669,677.69,35,41,1
15670,173.05,12,297,1
15671,2635.4900000000002,81,19,1
15673,2881.02,155,1,1
15674,1744.02,135,66,1
15675,323.69,21,82,1
15677,657.23,33,50,1
15678,352.7,12,53,1
15679,781.28,110,25,1
15680,1333.68,78,10,1
15681,946.36,67,19,1
15683,193.75,10,118,1
15687,2981.5,168,24,1
15689,254.1,9,2,1
15690,239.76,19,101,1
15691,136.8,2,340,1
15692,191.04,12,29,1
15695,409.98,22,267,1
15696,2644.46,177,66,1
15699,309.65,18,18,1
15700,664.03,89,173,1
15703,211.5,5,265,1
15704,2293.62,117,127,1
15705,143.1,6,202,1
15706,1001.8100000000001,59,30,1
15709,133.25,6,341,1
15712,1072.3600000000001,53,10,1
15713,346.75,20,144,1
15714,330.88,35,12,1
15716,1118.81,118,146,1
15717,150.3,7,235,1
15720,598.73,128,25,1
15721,507.08,91,12,1
15722,2181.21,72,109,1
15724,212.3,12,68,1
15725,415.25,32,16,1
15728,-134.8,4,50,1
15729,62.0,6,35,1
15730,1108.38,73,123,1
15732,294.12,14,35,1
15733,162.3,10,310,1
15734,1339.45,26,115,1
15737,1121.21,81,15,1
15739,449.12,8,244,1
15740,154.88,9,50,1
15743,784.46,88,17,1
15744,34.8,3,78,1
15745,1071.24,65,20,1
15746,182.96,29,135,1
15747,974.04,93,13,1
15748,149.31,21,41,1
15753,79.2,1,130,1
15754,455.67,29,51,1
15755,2318.88,149,1,1
15757,714.42,45,188,1
15758,205.25,9,25,1
15759,253.04,7,219,1
15762,583.75,37,78,1
15763,1048.67,63,74,1
15766,315.06,11,183,1
15768,581.8299999999999,28,116,1
15773,635.6800000000001,10,242,1
15774,270.8,25,303,1
15775,104.9,7,128,1
15776,241.62,18,134,1
15777,1021.61,22,6,1
15780,475.28000000000003,29,36,1
15781,333.56,21,26,1
15782,2593.94,44,10,1
15783,246.3,14,11,1
15785,2303.75,87,60,1
15789,351.3,25,359,1
15790,220.85,35,11,1
15791,1604.44,76,44,1
15793,948.96,13,10,1
15795,610.01,42,150,1
15796,2666.61,135,18,1
15797,2207.4,8,96,1
15799,884.14,98,76,1
15800,699.08,119,108,1
15801,1042.19,69,47,1
15802,-451.42,3,143,1
15803,415.82000000000005,8,52,1
15806,784.58,31,47,1
15807,903.9,48,51,1
15809,399.21,43,69,1
15810,1145.43,112,79,1
15811,2171.32,139,18,1
15812,1801.14,41,33,1
15813,1303.9099999999999,40,208,1
15814,1842.73,74,17,1
15815,2100.6,49,35,1
15819,1905.45,123,50,1
15820,206.98,17,320,1
15821,570.96,62,45,1
15822,885.47,33,181,1
15823,-840.76,17,192,1
15825,532.94,20,173,1
15826,1649.3600000000001,69,52,1
15827,1641.48,134,35,1
15829,636.14,51,141,1
15830,547.7,41,60,1
15831,747.76,69,0,1
15832,836.79,54,255,1
15835,954.09,50,45,1
15836,117.47,12,46,1
15837,391.98,24,183,1
15839,1020.74,65,26,1
15840,345.66,28,0,1
15841,1209.1,50,73,1
15843,118.95000000000002,8,99,1
15844,130.73999999999998,11,47,1
15847,389.27,22,289,1
15850,238.85,97,20,1
15852,160.71,22,187,1
15853,110.8,30,52,1
15854,2974.65,140,87,1
15855,712.24,80,95,1
15857,297.0,14,19,1
15860,977.21,142,41,1
15862,832.88,147,113,1
15863,68.84,18,26,1
15864,1769.7800000000002,24,23,1
15865,895.13,40,1,1
15866,230.53,45,102,1
15869,149.64,15,159,1
15870,354.09000000000003,76,152,1
15872,360.93,128,15,1
15877,440.78,131,18,1
15881,438.24,32,313,1
15882,495.36,24,199,1
15883,396.48,49,151,1
15885,379.35,18,123,1
15886,181.09,12,61,1
15888,141.27,14,80,1
15889,446.87,93,186,1
15891,524.52,62,227,1
15894,263.55,41,254,1
15895,179.17,11,150,1
15897,222.05,24,195,1
15898,1384.68,87,120,1
15900,351.11,51,24,1
15901,363.88,116,17,1
15904,164.68,30,332,1
15906,1521.79,151,20,1
15909,191.94,7,174,1
15912,264.62,19,179,1
15916,1491.24,160,17,1
15917,123.1,12,189,1
15918,334.23,40,272,1
15919,639.89,143,20,1
15920,167.5,60,125,1
15921,336.03000000000003,25,173,1
15925,207.15,12,195,1
15930,426.63,21,275,1
15932,2461.85,119,1,1
15933,1107.46,74,22,1
15935,416.86,12,6,1
15937,145.35,7,183,1
15938,404.58,18,113,1
15940,31.799999999999997,2,342,1
15942,337.44,14,134,1
15944,325.1,6,129,1
15947,1708.24,29,83,1
15948,955.24,60,44,1
15949,364.72,19,17,1
15950,1705.26,103,79,1
15951,669.57,43,119,1
15952,806.57,91,182,1
15953,1634.53,103,5,1
15957,428.89,42,121,1
15958,104.35,7,75,1
15963,470.76,28,20,1
15965,845.64,122,18,1
15967,418.83,84,24,1
15969,582.9,21,10,1
15970,314.1,11,99,1
15973,99.77000000000002,6,236,1
15974,3429.55,177,5,1
15975,371.01,24,85,1
15976,430.94,98,166,1
15977,1054.73,65,18,1
15978,1098.78,49,78,1
15980,2398.86,43,1,1
15981,3408.48,97,6,1
15983,1475.02,113,22,1
15985,1037.42,38,124,1
15986,168.12,14,90,1
15987,1451.28,140,13,1
15988,158.03,27,20,1
15990,792.11,52,45,1
15992,41.989999999999995,3,181,1
15994,427.07,35,55,1
15996,1044.78,131,1,1
16003,2735.37,103,60,1
16006,101.4,8,5,1
16008,478.78,33,24,1
16009,992.71,90,23,1
16010,407.5,86,128,1
16012,1415.29,94,155,1
16014,653.13,148,64,1
16017,211.88,32,48,1
16018,408.90000000000003,28,4,1
16019,3450.2400000000002,165,47,1
16020,851.01,46,17,1
16022,628.28,76,261,1
16023,719.81,101,47,1
16024,251.24,64,13,1
16025,439.65999999999997,28,60,1
16026,236.09,32,44,1
16027,852.12,17,69,1
16030,331.24,29,283,1
16031,548.94,100,123,1
16034,437.7,22,39,1
16036,758.92,55,88,1
16037,855.02,39,130,1
16038,454.33000000000004,28,178,1
16040,1313.55,65,149,1
16041,3166.4,6,90,1
16042,1147.37,75,22,1
16043,773.99,39,5,1
16045,1340.7,83,2,1
16048,243.69000000000003,9,86,1
16050,137.9,10,174,1
16052,362.06,34,55,1
16053,1511.95,84,93,1
16054,783.9,70,146,1
16055,134.8,8,280,1
16056,664.85,68,46,1
16057,2140.2200000000003,134,5,1
16061,-29.95,1,270,1
16062,1153.62,64,6,1
16063,335.32,23,261,1
16066,1521.87,102,17,1
16070,852.15,33,23,1
16071,326.24,21,45,1
16072,584.3199999999999,23,289,1
16073,94.35,2,292,1
16076,2173.53,131,23,1
16078,79.2,1,341,1
16079,1352.0,21,17,1
16080,176.6,11,68,1
16083,1317.62,31,101,1
16084,436.18,38,300,1
16085,981.51,167,0,1
16086,1119.31,40,30,1
16091,315.06,18,125,1
16092,779.36,53,115,1
16093,17.0,1,107,1
16094,1041.83,67,12,1
16096,320.62,12,265,1
16097,185.04999999999998,10,241,1
16098,2005.63,67,88,1
16099,731.9,39,51,1
16101,1245.96,83,10,1
16102,1842.14,57,43,1
16103,1429.64,48,80,1
16104,302.36,29,91,1
16105,336.96,13,220,1
16106,108.38,6,214,1
16107,3204.1600000000003,31,18,1
16108,816.1,49,85,1
16109,611.88,18,219,1
16112,195.73999999999998,16,70,1
16113,161.38,30,95,1
16114,135.75000000000003,8,171,1
16116,592.88,35,5,1
16117,232.21,30,279,1
16119,423.36,16,73,1
16120,1294.14,32,30,1
16122,684.4200000000001,38,39,1
16123,307.78,16,52,1
16124,187.15,16,317,1
16127,656.25,40,40,1
16128,1880.22,89,18,1
16131,3506.54,78,52,1
16134,603.69,38,22,1
16135,517.55,21,263,1
16136,709.38,37,30,1
16139,635.41,31,19,1
16140,703.77,37,53,1
16141,620.4,30,1,1
16142,535.34,37,250,1
16143,2419.84,118,35,1
16144,175.2,1,159,1
16146,734.13,29,204,1
16147,375.0,22,134,1
16148,76.32000000000001,1,297,1
16149,280.52,18,143,1
16150,1906.07,136,1,1
16152,1829.04,29,269,1
16153,1824.23,89,50,1
16156,3024.62,139,25,1
16157,644.24,19,16,1
16159,348.2,14,282,1
16160,1009.4499999999999,22,79,1
16162,37.4,2,340,1
16163,441.59999999999997,7,225,1
16164,802.53,35,18,1
16169,1822.97,85,40,1
16170,1880.4199999999998,127,51,1
16171,73.2,3,30,1
16172,1140.21,69,6,1
16173,1406.57,87,16,1
16174,1009.5500000000001,23,33,1
16175,1037.59,58,169,1
16177,331.95,15,51,1
16178,197.9,8,139,1
16179,215.83,11,61,1
16181,305.54,11,74,1
16183,338.71000000000004,15,275,1
16184,1155.54,46,5,1
16185,529.41,31,17,1
16188,981.86,67,36,1
16189,215.48,11,16,1
16190,215.08,6,41,1
16193,314.45,19,237,1
16198,400.68100000000004,15,76,1
16201,1821.52,115,17,1
16202,365.27,18,361,1
16203,589.15,36,0,1
16204,405.71,57,24,1
16205,761.38,98,90,1
16206,537.0600000000001,63,55,1
16207,394.38,19,26,1
16208,664.26,66,45,1
16209,2262.62,46,1,1
16211,542.77,24,1,1
16212,681.19,43,20,1
16213,159.0,6,79,1
16214,1062.75,44,171,1
16215,242.35,14,81,1
16216,914.9300000000001,37,268,1
16217,259.39000000000004,19,128,1
16218,3054.87,90,60,1
16221,864.86,97,98,1
16222,846.72,137,319,1
16224,1295.3,96,57,1
16225,1096.32,134,45,1
16226,255.12,8,204,1
16227,308.32000000000005,7,226,1
16229,1010.6,47,35,1
16230,542.03,35,279,1
16232,983.23,38,44,1
16233,422.13,25,71,1
16235,858.41,48,39,1
16236,432.2,20,79,1
16239,372.9,21,57,1
16243,409.1,51,55,1
16244,1522.75,91,5,1
16245,1352.3600000000001,93,24,1
16247,114.56,16,171,1
16248,152.94,7,91,1
16249,1800.07,69,53,1
16250,389.44,24,262,1
16256,732.63,14,258,1
16257,46.95,2,177,1
16260,1035.45,18,51,1
16261,746.83,124,17,1
16262,-31.65,3,361,1
16266,861.89,61,74,1
16268,667.65,45,71,1
16270,1141.24,54,354,1
16271,1423.29,134,16,1
16272,411.7,25,117,1
16275,559.87,33,197,1
16276,810.6000000000001,6,177,1
16278,537.83,25,24,1
16279,1496.68,109,22,1
16281,2062.06,17,73,1
16282,168.3,11,253,1
16283,1531.51,168,32,1
16284,823.97,109,51,1
16287,142.5,8,170,1
16292,280.9,19,63,1
16293,2236.7400000000002,120,22,1
16295,1328.55,79,0,1
16297,275.4,23,35,1
16298,598.2,27,23,1
16302,212.82,12,108,1
16305,361.21999999999997,22,139,1
16306,602.27,44,38,1
16308,2560.0,4,108,1
16309,686.67,44,92,1
16311,616.26,37,18,1
16313,274.15000000000003,16,50,1
16315,226.37,14,331,1
16316,2755.56,156,79,1
16317,1341.65,69,2,1
16318,328.15,19,243,1
16319,404.40000000000003,3,188,1
16320,1038.46,56,66,0
16321,230.70000000000002,16,73,0
16322,326.75,37,120,1
16323,207.50000000000003,1,197,1
16324,428.68,118,178,1
16325,510.54,20,45,1
16330,242.21,41,18,1
16332,1583.2,154,29,1
16337,151.05,10,274,1
16338,214.79999999999998,11,217,1
16339,109.95,20,285,1
16340,549.07,153,108,1
16341,1959.38,84,25,1
16342,322.41,15,76,1
16343,370.47999999999996,47,16,1
16344,101.10000000000001,2,247,1
16345,575.41,38,45,1
16347,887.65,92,12,1
16349,53.5,9,291,1
16350,1100.47,60,22,1
16351,153.9,8,39,1
16352,494.44,28,18,1
16354,395.8,39,74,1
16356,210.32000000000002,32,160,1
16357,658.88,34,66,1
16358,2024.95,110,65,1
16359,1460.3700000000001,70,9,1
16361,896.66,106,10,1
16362,652.07,90,30,1
16363,109.36000000000001,5,54,1
16364,707.04,53,12,1
16365,1540.42,51,3,1
16366,327.3,18,19,1
16367,804.49,130,302,1
16368,497.43,76,29,1
16369,1553.66,118,19,1
16372,367.93,97,182,1
16374,473.03000000000003,111,244,1
16376,977.52,128,18,1
16377,676.2,5,268,1
16378,362.95,23,189,1
16379,2131.9,109,19,1
16380,1780.59,32,91,1
16383,668.36,102,75,1
16384,584.5,33,31,1
16385,555.89,59,61,1
16386,317.2,88,29,1
16387,94.36,4,323,1
16389,1362.27,35,54,1
16392,221.19,45,270,1
16394,1412.06,100,50,1
16398,1631.15,86,125,1
16399,408.57,73,20,1
16400,303.93,29,184,1
16402,299.6,60,265,1
16403,161.04999999999998,15,69,1
16404,443.05,23,71,1
16405,167.25,5,69,1
16406,163.07,63,19,1
16407,2126.93,172,13,1
16411,214.65,45,20,1
16412,151.83,35,54,1
16413,262.2,31,57,1
16414,126.25,7,22,1
16415,210.35,54,45,1
16416,1026.99,73,27,1
16418,675.27,102,45,1
16419,959.48,52,37,1
16423,346.12,18,25,1
16424,82.56,6,192,1
16425,302.7,21,69,1
16427,241.06,9,264,1
16428,-2.95,1,82,1
16429,284.55,2,107,1
16430,300.85,6,58,1
16431,642.81,83,66,1
16432,287.4,8,183,1
16433,184.26,17,29,1
16434,1522.25,109,48,1
16438,798.35,132,27,1
16441,381.2,24,274,1
16442,616.79,174,120,1
16444,638.77,86,47,1
16445,230.51,63,182,1
16446,2.8999999999941792,4,89,1
16447,259.01,36,136,1
16448,188.89000000000001,20,199,1
16449,674.69,43,198,1
16450,311.92,11,150,1
16451,266.97,14,88,1
16454,-8.15,3,45,1
16455,1841.18,99,153,1
16456,2158.37,111,104,1
16457,208.36,9,219,1
16460,814.72,135,29,1
16461,151.42,33,178,1
16462,102.0,4,74,1
16463,1383.7,85,22,1
16466,1603.46,148,4,1
16468,74.9,2,75,1
16470,757.44,171,52,1
16471,223.95000000000002,13,68,1
16473,314.86,19,162,1
16475,544.3,28,1,1
16477,2494.46,146,68,1
16478,331.0,17,26,1
16479,300.83,35,11,1
16480,769.29,53,76,1
16482,220.62,18,16,1
16483,139.35,19,193,1
16484,379.4,26,174,1
16485,363.65,42,78,1
16488,492.2,31,115,1
16491,731.5,39,47,1
16493,1329.66,62,73,1
16494,826.53,50,297,1
16495,684.41,97,129,1
16496,1562.22,97,208,1
16497,2965.69,136,50,1
16498,86.12,16,162,1
16499,319.1,22,361,1
16500,400.86,11,17,1
16503,1421.43,86,96,1
16504,484.38,86,26,1
16505,777.6,4,121,1
16506,90.30000000000001,3,20,1
16509,363.7,13,297,1
16511,950.26,169,22,1
16513,874.59,35,20,1
16515,1627.13,113,3,1
16516,101.69999999999999,6,90,1
16517,162.7,17,160,1
16518,480.92,42,91,1
16519,215.07999999999998,13,26,1
16520,1036.6200000000001,157,187,1
16526,290.36,15,172,1
16527,228.06,14,82,1
16528,244.41,17,181,1
16529,455.25,30,306,1
16531,1244.59,77,23,1
16535,593.75,31,242,1
16536,539.02,56,108,1
16539,1388.81,45,151,1
16542,119.62,5,54,1
16545,339.3,3,165,1
16546,-95.93,31,291,1
16551,922.12,32,162,1
16552,379.73,17,36,1
16554,641.55,74,9,1
16555,285.89,17,110,1
16557,281.85,11,25,1
16560,816.51,58,22,1
16561,511.12,31,30,1
16563,1077.74,19,54,1
16566,614.01,19,16,1
16567,865.6,35,162,1
16569,124.2,5,181,1
16571,1285.22,106,27,1
16572,999.7,58,33,1
16573,648.41,46,74,1
16574,451.44,28,72,1
16581,70.44,11,65,1
16582,313.62,6,114,1
16584,908.03,31,81,1
16586,463.95,8,220,1
16587,225.15,13,233,1
16589,459.24,33,72,1
16591,213.5,10,303,1
16593,330.03,27,51,1
16594,181.09,53,76,1
16595,360.16,85,91,1
16596,250.15,12,16,1
16597,90.04,7,212,1
16598,140.7,11,160,1
16600,813.52,62,17,1
16601,244.79999999999998,31,41,1
16602,494.72999999999996,32,121,1
16603,482.47,34,75,1
16607,3038.67,174,0,1
16610,75.66,6,249,1
16611,120.99000000000001,11,187,1
16612,1187.66,66,2,1
16613,618.59,30,71,1
16614,506.19,26,65,1
16616,500.42,33,16,1
16617,151.85,5,236,1
16618,2630.64,97,121,1
16619,204.41,16,254,1
16620,178.96,9,181,1
16621,813.48,29,52,1
16623,129.45,5,128,1
16624,810.5699999999999,48,81,1
16625,333.08,23,68,1
16627,322.8,20,80,1
16628,2183.04,119,60,1
16629,417.73,64,74,1
16633,2878.15,153,4,1
16634,217.9,9,339,1
16637,1124.59,72,61,1
16638,1676.47,95,23,1
16639,1169.38,52,26,1
16641,231.10000000000002,12,106,1
16642,679.83,35,207,1
16643,487.51,27,128,1
16644,833.78,62,35,1
16647,214.06,14,170,1
16648,270.85999999999996,21,43,1
16650,518.42,24,72,1
16653,1166.92,76,17,1
16654,594.97,31,142,1
16659,39.12,2,279,1
16660,810.4499999999999,17,17,1
16665,135.39999999999998,9,363,1
16666,118.98,32,20,1
16667,570.13,53,285,1
16668,306.71999999999997,20,15,1
16669,1370.8700000000001,161,24,1
16671,1692.27,6,29,1
16674,319.61,98,55,1
16676,1558.72,92,66,1
16678,3013.83,170,2,1
16680,183.7,10,43,1
16681,1770.34,44,73,1
16682,1028.0,30,58,1
16685,324.24,62,91,1
16688,1260.86,62,11,1
16689,303.26,16,76,1
16690,208.63,13,44,1
16692,1276.0,3,257,1
16693,482.01,60,272,1
16696,657.9000000000001,10,66,1
16697,112.75,21,6,1
16698,1998.0,5,227,1
16706,531.35,123,115,1
16708,656.63,27,46,1
16709,3029.87,79,85,1
16711,1651.03,22,27,1
16714,911.53,94,219,1
16715,301.71999999999997,19,78,1
16716,319.8000000000001,3,69,1
16720,155.24,27,27,1
16721,292.47,37,263,1
16723,589.15,43,92,1
16725,775.07,152,69,1
16730,702.79,84,38,1
16732,603.75,28,121,1
16734,650.51,53,53,1
16735,2269.21,128,79,1
16737,417.59999999999997,1,54,1
16738,3.75,1,298,1
16739,312.55,16,173,1
16742,0.0,4,47,1
16747,826.96,45,26,1
16748,1515.9,69,18,1
16750,623.93,95,45,1
16751,1764.72,25,90,1
16753,223.92000000000002,34,0,1
16755,1484.63,176,115,1
16756,239.4,13,96,1
16757,106.83000000000001,7,319,1
16758,369.34000000000003,22,214,1
16759,772.84,43,11,1
16761,316.62,13,245,1
16762,1501.38,89,20,1
16763,594.9,24,157,1
16765,34.0,1,295,1
16766,1145.6,34,37,1
16768,458.04,58,48,1
16769,380.39,40,261,1
16770,744.9,146,58,1
16773,171.59,26,58,1
16774,654.92,49,117,1
16775,1695.66,158,11,1
16776,388.28,76,61,1
16777,226.35,50,81,1
16778,245.94,16,68,1
16780,425.19,60,101,1
16784,107.6,3,20,1
16788,597.48,155,124,1
16789,80.8,5,332,1
16790,1520.1200000000001,95,17,1
16792,110.38000000000001,12,310,1
16793,243.84,16,58,1
16796,305.62,18,31,1
16800,1201.49,164,12,1
16801,867.83,121,37,1
16803,332.3,24,214,1
16804,536.99,60,24,1
16805,460.59,98,174,1
16806,801.49,103,104,1
16807,1121.59,67,127,1
16808,288.42,23,67,1
16809,912.74,150,24,1
16810,275.64,16,193,1
16811,547.07,28,18,1
16812,479.35,15,361,1
16816,417.06,28,104,1
16817,1446.95,95,37,1
16820,497.61,26,215,1
16823,358.38,38,228,1
16824,460.64,26,16,1
16825,775.1800000000001,28,157,1
16826,341.7,22,52,1
16828,128.5,8,113,1
16829,197.22,11,186,1
16830,325.91,23,333,1
16832,199.15,12,126,1
16833,1106.53,47,100,1
16834,413.46,24,228,1
16835,180.85,10,277,1
16836,251.87,11,40,1
16837,3167.73,166,30,1
16838,582.9,26,160,1
16841,1774.62,117,66,1
16842,1260.44,64,69,1
16846,214.32,11,51,1
16847,193.44,12,44,1
16848,281.42,14,53,1
16849,124.57,8,187,1
16850,332.41,19,70,1
16851,342.45,20,43,1
16852,144.91000000000003,9,11,1
16855,328.4,19,24,1
16856,35.400000000000006,2,15,1
16859,473.14,72,107,1
16861,151.65,8,30,1
16863,481.35,28,60,1
16866,207.73999999999998,11,64,1
16869,805.62,129,23,1
16871,2761.4900000000002,139,22,1
16872,680.02,7,78,1
16875,2023.47,123,6,1
16877,853.72,159,13,1
16878,0.0,6,25,1
16880,1519.08,178,64,1
16881,432.0,1,244,1
16882,705.12,39,240,1
16883,276.73,38,218,1
16884,429.84000000000003,26,302,1
16885,471.51,101,16,1
16887,194.88,37,243,1
16889,1578.67,135,67,1
16892,496.84000000000003,101,16,1
16895,219.14,69,183,1
16897,213.03,44,300,1
16898,444.46,163,27,1
16899,1281.56,125,20,1
16900,187.6900000000001,82,12,1
16902,1706.88,44,117,1
16903,373.24,60,60,1
16906,579.77,93,82,1
16907,981.65,151,59,1
16909,364.14,19,73,1
16912,2528.67,105,24,1
16913,113.44,8,291,1
16914,208.46,38,274,1
16915,621.6800000000001,57,10,1
16916,576.26,143,24,1
16917,391.52,9,129,1
16918,1043.34,130,50,1
16921,169.79,60,91,1
16924,739.5,89,22,1
16927,543.05,6,116,1
16929,1295.39,77,18,1
16930,380.55,54,27,1
16932,161.94,53,54,1
16933,530.08,49,120,1
16934,950.9300000000001,62,55,1
16936,262.68,57,26,1
16943,816.73,33,5,1
16947,406.48,21,236,1
16948,435.02,19,139,1
16949,1161.27,61,41,1
16950,1178.56,42,57,1
16951,1262.75,87,124,1
16952,167.61,16,110,1
16953,20.8,1,90,1
16954,2085.08,54,17,1
16955,493.67,26,126,1
16956,292.34,18,10,1
16957,416.64,16,240,1
16959,117.35000000000001,7,88,1
16960,507.05,101,61,1
16961,234.17,14,117,1
16963,110.55000000000001,7,218,1
16965,201.19,26,227,1
16966,2148.47,31,16,1
16967,319.02,21,279,1
16968,439.43,31,108,1
16969,650.41,42,40,1
16971,232.20999999999998,42,151,1
16976,251.51999999999998,2,268,1
16978,344.33,39,78,1
16979,1809.05,91,18,1
16980,1078.96,87,256,1
16982,384.06,22,61,1
16983,1920.2,149,4,1
16986,1873.2,3,60,1
16987,1625.05,129,42,1
16988,126.12,7,242,1
16989,1133.25,12,3,1
16990,179.0,1,219,1
16992,1601.8600000000001,95,11,1
16996,1427.46,41,63,1
16997,702.0,12,283,1
16998,287.02000000000004,6,130,1
16999,484.82,23,24,1
17002,1487.78,50,74,1
17004,1412.94,44,47,1
17006,781.78,44,19,1
17007,877.4300000000001,53,51,1
17010,185.46,12,17,1
17011,270.9,15,90,1
17014,565.58,75,152,1
17018,920.1,16,41,1
17022,71.0,7,121,1
17024,95.85,3,46,1
17025,357.77,9,61,1
17026,154.82999999999998,4,157,1
17027,848.59,155,79,1
17029,716.0,2,111,1
17030,146.87,11,153,1
17031,380.35,22,12,1
17033,1030.14,28,87,1
17034,734.5699999999999,32,17,1
17035,388.33,32,38,1
17037,1253.22,77,78,1
17038,112.4,22,90,1
17040,449.73,15,138,1
17041,1065.77,71,27,1
17042,1044.3799999999999,98,63,1
17043,1735.18,102,52,1
17044,897.4300000000001,10,26,1
17045,339.44,22,114,1
17046,642.02,22,217,1
17047,1100.9,65,86,1
17048,864.32,48,9,1
17051,247.14000000000001,43,195,1
17052,413.75,92,29,1
17053,496.38,14,277,1
17054,1353.83,84,29,1
17058,1179.89,62,82,1
17060,234.24,5,267,1
17062,534.47,71,314,1
17063,1421.59,82,22,1
17064,859.35,62,0,1
17065,-112.35,1,144,1
17069,2655.2200000000003,154,3,1
17070,312.14,64,115,1
17071,2385.48,148,1,1
17073,1446.09,174,18,1
17075,813.77,80,18,1
17076,841.0799999999999,25,37,1
17078,378.2,28,273,1
17079,118.80000000000001,2,79,1
17080,285.5,9,23,1
17081,290.16,64,26,1
17082,2003.85,81,182,1
17083,1405.78,52,99,1
17084,2949.75,162,243,1
17086,2050.08,96,25,1
17088,1991.01,115,29,1
17090,2041.8500000000001,64,1,1
17092,1777.78,125,50,1
17094,270.20000000000005,15,318,1
17095,1088.2,77,9,1
17096,992.6800000000001,52,0,1
17100,971.74,65,19,1
17101,1621.73,42,11,1
17102,25.5,1,262,1
17105,665.78,90,191,1
17109,869.6800000000001,121,45,1
17110,163.29999999999998,12,166,1
17111,248.61,30,48,1
17114,747.22,135,67,1
17115,806.9000000000001,43,65,1
17117,116.19999999999999,9,289,1
17118,157.02,10,318,1
17119,593.61,38,30,1
17120,307.46,18,234,1
17122,138.32,7,2,1
17123,345.29999999999995,9,337,1
17124,298.89,32,157,1
17125,259.35,40,51,1
17128,157.09,14,100,1
17131,2463.17,134,48,1
17134,425.0,24,107,1
17135,1139.73,52,17,1
17138,380.5,24,98,1
17140,465.32,20,189,1
17142,579.0,15,239,1
17144,984.57,48,85,1
17146,749.78,35,106,1
17147,1679.64,85,23,1
17148,124.88,9,52,1
17152,1503.5,16,195,1
17153,213.78,14,25,1
17154,329.34,23,76,1
17155,251.70000000000002,20,18,1
17157,306.55,15,173,1
17158,1266.97,67,152,1
17159,1534.73,102,22,1
17162,1707.21,105,29,1
17163,293.1,5,22,1
17164,2466.4,145,33,1
17165,158.68,10,285,1
17166,189.49,14,197,1
17169,816.88,60,50,1
17171,224.91,16,290,1
17172,313.26,16,75,1
17174,59.9,4,188,1
17175,1430.94,64,4,1
17176,306.13,15,202,1
17179,711.79,80,179,1
17180,780.38,131,6,1
17181,239.92000000000002,23,58,1
17183,3286.9100000000003,76,23,1
17186,144.0,2,47,1
17187,203.95,10,227,1
17188,2275.58,89,12,1
17189,384.40000000000003,61,106,1
17190,249.74,20,0,1
17193,1674.46,35,0,1
17194,262.62,29,37,1
17197,1013.01,29,60,1
17198,692.22,96,24,1
17201,342.63,40,54,1
17203,3563.85,152,53,1
17204,1352.91,67,6,1
17205,384.08,13,54,1
17206,204.24,7,54,1
17212,226.85,4,253,1
17213,2741.08,164,38,1
17214,984.12,104,61,1
17217,113.5,9,235,1
17219,114.23,25,121,1
17221,335.13,63,273,1
17222,354.15,28,214,1
17223,426.79,49,311,1
17226,393.49,21,252,1
17227,939.32,47,19,1
17229,318.76,47,143,1
17230,3466.67,73,69,1
17232,421.52,36,15,1
17233,190.88,25,243,1
17234,149.89000000000001,14,65,1
17235,550.06,29,26,1
17236,916.13,105,13,1
17237,314.69,19,12,1
17239,379.95,16,313,1
17242,1135.04,40,4,1
17244,954.9,31,54,1
17245,171.45,9,205,1
17247,282.19,55,16,1
17248,318.65,69,32,1
17250,384.52,57,181,1
17251,283.28000000000003,39,363,1
17252,353.86,87,117,1
17253,178.26,18,19,1
17254,272.44,112,16,1
17255,298.41,78,41,1
17256,240.0,16,108,1
17259,603.37,124,149,1
17262,1253.3600000000001,12,53,1
17263,63.440000000000005,23,209,1
17265,562.9,127,4,1
17266,310.64,80,148,1
17267,317.62,38,245,1
17268,763.64,6,3,1
17272,2144.53,116,43,1
17274,111.97999999999999,27,243,1
17277,1065.3500000000001,69,228,1
17278,246.04,15,6,1
17279,187.82999999999998,9,58,1
17282,1703.41,94,174,1
17286,153.92,45,22,1
17287,1064.11,124,27,1
17288,1419.73,142,10,1
17289,936.16,112,4,1
17290,525.24,102,17,1
17291,550.8000000000001,1,252,1
17293,1875.1100000000001,135,0,1
17295,556.95,69,29,1
17297,131.78,51,18,1
17298,498.42,30,102,1
17299,669.11,57,12,1
17301,197.63,66,22,1
17302,1119.93,81,15,1
17303,250.04,53,362,1
17309,82.75,12,215,1
17311,1384.85,55,79,1
17312,644.3,14,139,1
17313,2288.13,28,18,1
17314,2514.76,136,0,1
17317,2524.02,11,31,1
17320,1200.6200000000001,73,101,1
17321,700.86,107,275,1
17324,990.23,50,9,1
17325,96.8,6,251,1
17329,523.11,33,15,1
17330,363.9,6,23,1
